ID;Name
127199;Honda Jazz V
127200;Maruti Ertiga VDI
127206;Tata Indica Vista Quadrajet LS
127235;Volkswagen Polo Diesel Trendline 1.2L
127250;Hyundai Grand i10 Sportz
127260;Tata Indica V2 eLS
127271;Toyota Innova 2.0 G1
127327;Maruti Alto LXi BSIII
127336;Skoda Rapid 1.5 TDI Elegance
127341;Maruti Swift VDI
127356;Volkswagen Vento 1.5 Highline Plus AT 16 Alloy
127371;Ford Fiesta 1.4 TDCi EXI Limited Edition
127382;Ford Figo Diesel ZXI
127389;Mahindra NuvoSport N6
127410;Maruti Wagon R LXI
127429;Maruti Ertiga VDI
127434;Maruti Ciaz 1.3 Alpha
127482;Toyota Innova Crysta 2.4 ZX MT
127518;Toyota Corolla H4
127519;Maruti Alto LXi
127525;Maruti Vitara Brezza LDi
127540;Hyundai i10 Magna 1.2
127543;Nissan Micra Diesel XV
127556;Mercedes-Benz GLA Class 200 CDI
127557;Maruti 800 AC
127558;Renault Duster 85PS Diesel RxL
127560;Mercedes-Benz New C-Class 220
127568;Honda City 1.5 S MT
127574;Hyundai EON Magna Plus
127577;BMW 3 Series 320d Sedan
127579;Audi A3 35 TDI Attraction
127596;Volvo S80 2006-2013 D5
127630;Maruti Ritz VXi
127631;Mitsubishi Cedia Sports
127651;Mercedes-Benz New C-Class 220 CDI MT
127658;Ford Figo Diesel EXI
127672;Skoda Octavia Classic 1.9 TDI MT
127674;Maruti Zen LXi BSII
127696;Hyundai Creta 1.6 SX
127732;Toyota Etios Liva GD
127737;Mahindra Renault Logan 1.5 DLE Diesel
127747;Maruti Swift ZXI
127750;Maruti Swift VDI
127752;Ford Ikon 1.3 LXi NXt
127758;BMW X1 sDrive 20d Sportline
127799;BMW 3 Series 320d
127804;Mahindra Bolero DI BSII
127805;Maruti Esteem Vxi - BSIII
127824;Honda City ZX CVT
127828;Hyundai i20 1.4 Magna ABS
127830;Toyota Corolla Executive (HE)
127854;Honda Jazz 1.2 V i VTEC
127858;Honda City V MT
127873;Land Rover Freelander 2 SE
127878;Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde
127898;Hyundai i20 1.2 Magna
127914;Volkswagen Jetta 2007-2011 1.9 Highline TDI
127916;Tata Indica V2 DLS
127920;Chevrolet Cruze LTZ
127928;Tata Nano Lx BSIV
127935;Mahindra Scorpio 2.6 DX
127938;Toyota Innova 2.5 V Diesel 8-seater
127970;Honda Jazz 1.2 VX i VTEC
127978;Honda Mobilio S i DTEC
127997;Hyundai i20 1.4 Asta
128004;Mahindra Xylo H4
128024;Honda Mobilio RS i DTEC
128028;Mahindra Bolero VLX BS IV
128051;Maruti Grand Vitara AT
128080;Audi Q3 2.0 TDI
128086;Volkswagen Vento TSI
128093;Ford EcoSport 1.5 TDCi Titanium
128136;Volkswagen Polo Diesel Comfortline 1.2L
128147;Maruti Alto K10 2010-2014 VXI
128156;Maruti Wagon R VXI Minor
128160;Nissan Sunny 2011-2014 XV Special Edition
128164;Maruti Wagon R LXI Minor
128173;Toyota Innova Crysta 2.4 GX MT
128177;Mahindra XUV500 W6 2WD
128182;Volkswagen Polo Diesel Highline 1.2L
128203;Hyundai Xcent 1.1 CRDi S
128220;Chevrolet Beat Diesel LT
128255;Mahindra XUV300 W8 Diesel
128258;Hyundai i20 Sportz Option
128260;Toyota Innova 2.5 V Diesel 7-seater
128274;Toyota Etios VD
128301;Tata Indica Vista Aura 1.3 Quadrajet
128310;Maruti Wagon R VXI BSIII
128315;Maruti SX4 ZDI
128321;Maruti SX4 S Cross DDiS 320 Zeta
128339;Renault KWID RXT
128346;Honda City V MT
128352;BMW 3 Series 320d Luxury Line
128364;Toyota Innova 2.5 GX (Diesel) 7 Seater
128378;Ambassador Classic Nova Diesel
128385;Ford Ikon 1.3 Flair
128400;Mahindra Xylo D4
128405;Maruti Ertiga VDI Limited Edition
128406;Maruti Swift VXi BSIV
128423;Tata Indigo eCS LX BSIV
128466;Hyundai Verna CRDi 1.4 E
128473;Ford Fiesta 1.4 Duratec EXI
128484;Hyundai i20 Asta 1.4 CRDi
128500;Maruti SX4 Zxi BSIII
128504;Hyundai Santa Fe 4WD AT
128523;Honda Accord 2.4 Elegance A/T
128575;Volkswagen Polo GTI
128582;Ford Figo Diesel ZXI
128591;Maruti Celerio VXI AT
128593;Ford Fiesta Diesel Style
128595;Hyundai i20 1.4 Asta (AT)
128596;Maruti Swift Dzire VXi
128607;Honda Amaze VX i-DTEC
128612;Maruti Ciaz ZDi SHVS
128614;Tata Indica V2 eLS
128622;Mercedes-Benz S Class 2005 2013 320 CDI
128635;Hyundai Creta 1.6 SX Automatic Diesel
128666;Toyota Innova 2.5 G (Diesel) 8 Seater
128670;Ford EcoSport 1.5 Diesel Titanium Plus
128672;Hyundai i10 Sportz
128682;Audi Q5 2008-2012 3.0 TDI
128683;Maruti Alto 800 LXI
128704;Maruti Swift ZXI
128709;Volkswagen Passat Diesel Highline 2.0 TDI
128725;Skoda Yeti Elegance
128727;Toyota Fortuner 3.0 Diesel
128750;Hyundai i20 1.2 Sportz Option
128761;Hyundai Verna 1.6 SX
128826;Fiat Punto EVO 1.2 Emotion
128835;Hyundai i10 Sportz AT
128841;Hyundai Verna CRDi SX
128857;Fiat Linea Emotion Pack (Diesel)
128870;Nissan Sunny XL
128892;Honda Civic 2006-2010 1.8 S MT
128894;Mahindra Verito 1.5 D6 BSIV
128899;Hyundai i20 1.2 Magna
128910;Hyundai i20 Sportz 1.2
128914;Hyundai Xcent 1.2 Kappa AT S Option
128926;BMW 3 Series 320d Highline
128976;Hyundai i10 Sportz 1.2
128990;Hyundai i10 Era 1.1
128999;Volkswagen Vento Diesel Highline
129021;Ford Fiesta 1.4 Duratorq EXI
129022;Honda CR-V 2.4 MT
129053;Hyundai Xcent 1.2 Kappa S Option CNG
129068;Audi A4 2.0 TDI 177  Premium Plus
129076;Maruti Alto LXi
129098;Ford Fiesta 1.6 ZXI Duratec
129104;Mercedes-Benz New C-Class C 220 CDI Elegance AT
129111;Toyota Fortuner 3.0 Diesel
129122;Maruti Celerio VXI
129124;BMW 3 Series 320d Sport
129125;Volkswagen Vento Diesel Trendline
129134;Maruti Vitara Brezza ZDi Plus AMT Dual Tone
129152;Volkswagen Polo 1.0 MPI Comfortline
129166;Maruti Wagon R LXI BSIII
129189;Maruti Alto LXi
129201;Hyundai Creta 1.6 CRDi SX Option
129205;Hyundai Accent GLE 1
129211;Tata Zest Revotron 1.2T XMS
129229;Toyota Innova 2.5 V Diesel 7-seater
129274;Maruti Ertiga SHVS VDI
129275;Tata Indigo CS eVX
129306;Volkswagen Jetta 2007-2011 2.0 TDI Trendline
129319;Hyundai Verna 1.6 SX
129343;Maruti Alto K10 VXI AGS
129359;Hyundai Grand i10 AT Asta
129386;Maruti Swift LXI Option
129421;Mahindra Logan Diesel 1.5 DLS
129433;Honda City ZX VTEC
129436;Maruti Alto LXi BSIII
129453;Ford EcoSport 1.5 TDCi Titanium
129456;BMW X5 xDrive 30d M Sport
129459;Volkswagen Vento Diesel Comfortline
129472;Mahindra Xylo D2 BSIV
129485;Mahindra Xylo D2 Maxx
129490;Mini Cooper Convertible S
129494;Mahindra XUV500 W8 1.99 mHawk
129518;Honda City 1.5 S MT
129531;Honda City 1.5 S MT
129549;Ford Figo Diesel EXI Option
129552;Mahindra Xylo H4
129556;Toyota Camry Hybrid
129561;Tata Indigo CS Emax CNG GLX
129575;Nissan Sunny Diesel XV
129589;Maruti SX4 S Cross DDiS 320 Zeta
129593;Nissan Micra XV CVT
129600;Toyota Etios Benzin TRD Sportivo
129606;Audi A4 35 TDI Premium Sport
129609;Toyota Corolla DX
129628;Hyundai Verna CRDi ABS
129644;Maruti Wagon R VXI BSIII
129664;BMW X6 xDrive 40d M Sport
129676;Maruti Swift VDI
129698;Hyundai Grand i10 Asta
129704;Mitsubishi Montero 3.2 GLS
129724;BMW 5 Series 2013-2017 520d Luxury Line
129727;BMW 3 Series 320d Prestige
129736;Ford Fiesta 1.4 TDCi EXI
129774;Maruti Ciaz ZXi Plus
129785;Tata Indica V2 eLS
129795;Ford Figo Diesel LXI
129798;Mercedes-Benz GLA Class 200 CDI SPORT
129799;Volvo S60 D3
129825;Maruti Swift AMT DDiS VDI
129845;Ford Fiesta 1.4 ZXi TDCi ABS
129846;Hyundai Verna 1.6 CRDi S
129869;Chevrolet Beat Diesel LS
129880;Chevrolet Optra Magnum 2.0 LT
129931;Volkswagen Jetta 2013-2015 2.0L TDI Highline AT
129932;Volkswagen Polo Benzin Highline 1.6L
129942;Maruti Swift VDI BSIV
129944;Tata Indigo CS eVX
129991;Mercedes-Benz New C-Class C 220 CDI BE Avantgare
130010;Mercedes-Benz E-Class 280 CDI
130014;Maruti Swift Ldi BSIII
130019;Ford Figo Diesel ZXI
130034;Jaguar XF 2.2 Litre Luxury
130038;Renault Duster 85PS Diesel RxL Option
130042;Toyota Etios Liva G
130045;Maruti Swift VXI BSIII
130061;Maruti Ertiga ZDI
130094;Toyota Innova 2.5 G4 Diesel 8-seater
130160;Maruti Swift VDI Optional
130185;Skoda Laura Ambiente
130188;Audi Q5 2.0 TDI Premium Plus
130196;Ford Fiesta 1.4 ZXi Leather
130200;Ford EcoSport 1.5 TDCi Trend Plus
130210;Hyundai Creta 1.6 CRDi AT SX Plus
130225;Mahindra XUV500 W10 2WD
130236;Hyundai Verna 1.6 VTVT
130238;Mercedes-Benz E-Class E250 CDI Launch Edition
130261;Maruti Alto 800 LXI
130282;Maruti Wagon R VXI
130288;Volkswagen Vento Diesel Highline
130296;Ford Endeavour 3.2 Titanium AT 4X4
130308;Mahindra XUV500 W8 4WD
130320;Ford Ikon 1.3 Flair
130325;Nissan Micra XV D
130336;Honda Accord 2.4 Elegance M/T
130342;Maruti Swift VDI
130349;Hyundai Verna 1.6 SX VTVT
130371;Mahindra XUV500 W8 2WD
130398;Honda Brio V MT
130405;Honda Jazz 1.2 SV i VTEC
130406;Volkswagen Vento Diesel Comfortline
130445;Hyundai Grand i10 Sportz
130448;Hyundai Xcent 1.2 Kappa AT SX Option
130453;Maruti Celerio VXI AMT
130455;Hyundai i20 Magna Optional 1.4 CRDi
130479;Hyundai Verna 1.6 CRDI AT SX Option
130482;Honda Brio S Option AT
130490;Hyundai Verna 1.6 SX VTVT (O) AT
130492;Ford Figo Diesel EXI
130524;Toyota Etios Liva 1.2 G
130526;Ford Figo Aspire 1.2 Ti-VCT Ambiente
130536;Toyota Innova 2.5 V Diesel 8-seater
130550;Tata Indigo LS
130552;Hyundai i10 Sportz
130562;BMW 3 Series 320d Highline
130565;Honda Accord 2.4 AT
130601;Honda Brio EX MT
130606;Mahindra KUV 100 mFALCON G80 K6 Plus
130620;Chevrolet Beat LS
130627;Volkswagen Polo 1.5 TDI Highline
130640;Tata Indigo GLE
130641;Hyundai Grand i10 1.2 CRDi Sportz
130646;Volkswagen Jetta 2013-2015 2.0L TDI Highline AT
130649;Volkswagen Vento Benzin Highline
130671;Maruti Dzire AMT ZDI Plus
130704;Maruti Ertiga ZDI
130728;Chevrolet Spark 1.0 LT
130735;Ford Fiesta Classic 1.4 Duratorq CLXI
130762;Hyundai Xcent 1.2 Kappa S
130767;Maruti Swift VDI BSIV
130795;Maruti Swift Dzire LDI
130807;Maruti Alto 800 2016-2019 LXI Optional
130838;Hyundai Grand i10 CRDi Magna
130854;Maruti Baleno RS 1.0 Benzin
130855;Nissan Sunny 2011-2014 XL AT Special Edition
130856;Hyundai Grand i10 AT Asta
130879;Ford Fiesta 1.6 ZXi Leather
130896;Honda Amaze VX i-Vtech
130898;Hyundai i20 1.2 Spotz
130901;Maruti Alto K10 VXI
130913;Hyundai Santro Xing GLS
130935;Hyundai Sonata GOLD
130952;Maruti Swift Dzire Tour LDI
130954;Maruti Celerio ZXI
130964;Nissan Micra XL
130986;Toyota Innova Crysta 2.8 GX AT 8S
131041;Mitsubishi Lancer 1.5 SFXi
131046;Nissan Micra Diesel XL
131048;Volkswagen Vento Diesel Trendline
131049;Hyundai i20 Asta
131067;Ford Figo 2015-2019 1.5D Ambiente MT
131076;Mahindra Scorpio 2.6 DX
131084;Honda Brio S MT
131088;Maruti Alto LXi
131098;Toyota Corolla Altis 1.8 GL
131101;Maruti Swift Ldi BSIII
131118;Maruti Celerio VXI AT
131159;Toyota Corolla H4
131166;Ford Classic 1.4 Duratorq Titanium
131174;Volkswagen Polo Diesel Trendline 1.2L
131175;BMW X5 xDrive 30d M Sport
131199;Datsun redi-GO S
131206;Maruti Swift Dzire ZXI
131217;Mercedes-Benz S-Class 280 AT
131225;Chevrolet Enjoy 1.3 TCDi LTZ 8
131239;Mercedes-Benz GL-Class 350 CDI Blue Efficiency
131252;Maruti Ritz VDi
131256;Tata Indica Vista Quadrajet VX
131260;BMW 3 Series 320d Sport
131261;Maruti Ertiga VDI
131264;Audi Q3 35 TDI Quattro Premium
131277;BMW 7 Series 730Ld Sedan
131287;Ford Figo Diesel Titanium
131300;Ford Endeavour 3.2 Trend AT 4X4
131330;Chevrolet Spark 1.0 LS
131343;Honda Accord V6 AT
131358;Volkswagen Vento Diesel Trendline
131375;Maruti Swift ZDi
131382;Maruti SX4 Zxi with Leather BSIII
131403;Honda Amaze SX i-VTEC
131423;Chevrolet Beat LT
131435;Tata New Safari 4X4 EX
131450;Mercedes-Benz New C-Class 220 CDI MT
131452;Hyundai i10 Sportz 1.2 AT
131455;BMW 7 Series 730Ld
131466;Tata Indigo CS LX (TDI) BS III
131467;Maruti Swift Dzire AMT ZDI
131473;Volkswagen Vento Benzin Highline AT
131474;Volkswagen Vento Diesel Trendline
131484;BMW X5 xDrive 30d
131502;Nissan Sunny 2011-2014 XL
131503;Toyota Corolla Altis G
131504;Hyundai Verna CRDi ABS
131507;Hyundai Verna 1.6 CRDi AT S
131513;Mahindra E Verito D4
131534;Maruti Swift VXI BSIII
131557;Ford Fiesta 1.4 Duratec EXI Limited Edition
131578;Volkswagen Jetta 2007-2011 1.9 TDI Trendline
131583;Maruti Eeco 7 Seater Standard
131585;Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
131593;Toyota Innova 2.5 V Diesel 8-seater
131594;Mercedes-Benz GLE 350d
131610;Maruti Alto K10 VXI AGS
131629;Maruti Alto 800 2016-2019 LXI
131634;Volkswagen Passat Diesel Highline 2.0 TDI
131636;Mitsubishi Pajero 2.8 SFX
131637;Maruti Vitara Brezza ZDi Plus AMT Dual Tone
131652;Hyundai Santro Xing GLS
131654;Mahindra Scorpio SLX
131658;Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
131673;BMW X5 3.0d
131679;BMW X5 X5 M
131714;BMW X1 sDrive20d
131726;Toyota Innova 2.5 G4 Diesel 8-seater
131742;Hyundai Verna 1.4 EX
131767;Toyota Innova Crysta 2.8 ZX AT
131770;Hyundai i20 Magna
131777;Toyota Innova 2.5 GX (Diesel) 8 Seater
131787;Hyundai Verna Xi (Benzin)
131792;Volkswagen Vento 1.5 TDI Highline
131823;Volkswagen Vento Diesel Highline
131841;Ford Fiesta 1.4 ZXi TDCi ABS
131846;Hyundai Verna SX CRDi AT
131848;Mitsubishi Lancer GLXD
131849;Toyota Fortuner 3.0 Diesel
131850;Maruti Ciaz VDi Plus
131854;Hyundai i20 1.2 Asta
131855;BMW X5 3.0d
131861;Volkswagen Jetta 2012-2014 2.0L TDI Highline
131867;Mercedes-Benz GLA Class 200 Sport Edition
131877;BMW X5 xDrive 30d
131879;Maruti Alto Vxi 1.1
131880;Volkswagen Polo Benzin Comfortline 1.2L
131907;Chevrolet Spark 1.0 LT
131908;Ford Figo Diesel EXI
131919;Hyundai Santro D Lite
131922;Maruti Swift Vdi BSIII
131926;Mahindra XUV500 W8 2WD
131929;Maruti Baleno Alpha
131940;Hyundai Grand i10 Asta
131972;Ford Ecosport 1.5 Ti VCT MT Titanium
131987;BMW X5 xDrive 30d
132033;Honda Jazz VX
132049;Force One LX 4x4
132059;Maruti Swift VDI BSIV
132078;Ford Figo Aspire 1.2 Ti-VCT Ambiente
132093;Toyota Fortuner 3.0 Diesel
132096;Maruti Swift ZDi
132119;Hyundai i10 Magna 1.2
132141;Hyundai Verna 1.6 CRDi S
132167;Honda City V MT AVN
132169;Toyota Fortuner 4x2 Manual
132171;Volkswagen Jetta 2007-2011 2.0 TDI Comfortline
132173;Hyundai EON Magna Plus
132182;Honda Jazz VX Diesel
132209;Nissan Sunny 2011-2014 Diesel XL
132222;BMW 5 Series 530d M Sport
132224;Maruti Swift Dzire VDI
132231;Nissan Sunny 2011-2014 XV
132237;Ford Endeavour 2.2 Titanium AT 4X2
132243;Maruti Alto K10 VXI AGS
132248;Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV
132249;Volkswagen Polo Diesel Highline 1.2L
132250;Ford Figo Diesel ZXI
132256;Ford Figo Diesel Titanium
132262;Volkswagen Jetta 2012-2014 2.0L TDI Highline AT
132263;Tata New Safari DICOR 2.2 VX 4x4
132268;Honda City i VTEC V
132281;Hyundai Verna 1.6 SX CRDi (O)
132289;Hyundai i20 1.2 Asta
132307;Tata Tiago 1.2 Revotron XM Option
132330;BMW 3 Series 320d Corporate Edition
132344;Volkswagen Polo Diesel Comfortline 1.2L
132354;Volkswagen Polo 1.5 TDI Highline
132356;Audi A6 35 TDI Matrix
132366;Ford Endeavour 3.2 Titanium AT 4X4
132383;Honda City 1.5 E MT
132391;BMW X1 sDrive 20d Exclusive
132411;Maruti Swift VDI
132431;Tata Indica V2 eLS
132444;Honda Brio E MT
132452;Mercedes-Benz New C-Class C250 Avantgarde
132457;Maruti Dzire AMT VXI
132460;Hyundai Verna 1.6 SX
132463;Ford EcoSport 1.5 Ti VCT MT Signature
132473;Maruti Zen LX
132476;Honda City i DTEC VX
132477;Toyota Fortuner 4x2 4 Speed AT
132484;Chevrolet Beat Diesel LT
132485;Toyota Camry W2 (AT)
132486;Renault Duster 110PS Diesel RxZ
132497;Maruti Wagon R LX BSII
132508;Hyundai i20 Magna
132514;Ford Figo Diesel EXI
132518;Renault KWID Climber 1.0 AMT
132556;Honda City 1.5 V MT
132563;Mercedes-Benz New C-Class C 200 Kompressor Elegance MT
132578;Chevrolet Beat Diesel LT
132606;Honda CR-V Benzin 2WD
132607;Renault Duster 110PS Diesel RxZ AWD
132629;Toyota Fortuner 4x4 MT
132630;Hyundai i10 Sportz
132641;Nissan Sunny XV D
132659;Maruti Baleno Zeta Automatic
132697;Hyundai Verna CRDi
132722;Mercedes-Benz E-Class 280 CDI
132724;Chevrolet Beat Diesel LT
132732;Mercedes-Benz GLA Class 200 CDI SPORT
132738;BMW 7 Series 730Ld
132761;Skoda Laura Ambiente 2.0 TDI CR AT
132776;BMW X5 xDrive 30d M Sport
132793;Maruti Baleno Zeta 1.2
132810;Audi A4 2.0 TDI 177  Premium Plus
132813;Volkswagen Vento Konekt Diesel Highline
132836;Hyundai Verna CRDi
132837;Mercedes-Benz GL-Class 350 CDI Blue Efficiency
132851;Ford Figo Aspire 1.5 TDCi Titanium
132873;Ford Ikon 1.3 Flair
132874;Ford Endeavour XLT TDCi 4X2
132886;Toyota Innova 2.5 G4 Diesel 8-seater
132890;Hyundai Elite i20 Benzin Asta
132919;Maruti Alto K10 2010-2014 VXI
132936;Ford Endeavour 3.0L 4X4 AT
132941;Skoda Rapid 1.6 TDI Ambition
132943;Maruti Swift Dzire ZDi
132958;Volkswagen Vento Diesel Highline
132959;Maruti Swift Dzire VXI Optional
132961;Maruti Alto 800 2016-2019 LXI
132982;Toyota Fortuner 4x4 AT
132984;Toyota Innova 2.5 GX (Diesel) 7 Seater
133025;Tata Bolt Revotron XT
